forecast_date,location,actual_price,predicted_price,forecast_horizon,model,error
2026-07-27,Assam|Central|Central Mandi,,3442.31,30D,LightGBM,
2026-07-27,Assam|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-05,Bihar|Central|Central Mandi,,3346.69,30D,LightGBM,
2026-01-05,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-12,Bihar|Central|Central Mandi,,3345.1,30D,LightGBM,
2026-01-12,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-19,Bihar|Central|Central Mandi,,3345.04,30D,LightGBM,
2026-01-19,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-26,Bihar|Central|Central Mandi,,3345.68,30D,LightGBM,
2026-01-26,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-02,Bihar|Central|Central Mandi,,3345.62,30D,LightGBM,
2026-02-02,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-09,Bihar|Central|Central Mandi,,3349.5,30D,LightGBM,
2026-02-09,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-16,Bihar|Central|Central Mandi,,3351.37,30D,LightGBM,
2026-02-16,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-23,Bihar|Central|Central Mandi,,3341.8,30D,LightGBM,
2026-02-23,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-02,Bihar|Central|Central Mandi,,3462.08,30D,LightGBM,
2026-03-02,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-09,Bihar|Central|Central Mandi,,3464.47,30D,LightGBM,
2026-03-09,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-16,Bihar|Central|Central Mandi,,3467.66,30D,LightGBM,
2026-03-16,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-23,Bihar|Central|Central Mandi,,3455.09,30D,LightGBM,
2026-03-23,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-30,Bihar|Central|Central Mandi,,3443.01,30D,LightGBM,
2026-03-30,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-06,Bihar|Central|Central Mandi,,3448.31,30D,LightGBM,
2026-04-06,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-13,Bihar|Central|Central Mandi,,3447.73,30D,LightGBM,
2026-04-13,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-20,Bihar|Central|Central Mandi,,3435.62,30D,LightGBM,
2026-04-20,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-27,Bihar|Central|Central Mandi,,3442.33,30D,LightGBM,
2026-04-27,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-04,Bihar|Central|Central Mandi,,3462.04,30D,LightGBM,
2026-05-04,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-11,Bihar|Central|Central Mandi,,3461.73,30D,LightGBM,
2026-05-11,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-18,Bihar|Central|Central Mandi,,3462.61,30D,LightGBM,
2026-05-18,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-25,Bihar|Central|Central Mandi,,3462.55,30D,LightGBM,
2026-05-25,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-01,Bihar|Central|Central Mandi,,3445.33,30D,LightGBM,
2026-06-01,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-08,Bihar|Central|Central Mandi,,3445.39,30D,LightGBM,
2026-06-08,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-15,Bihar|Central|Central Mandi,,3445.57,30D,LightGBM,
2026-06-15,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-22,Bihar|Central|Central Mandi,,3455.77,30D,LightGBM,
2026-06-22,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-29,Bihar|Central|Central Mandi,,3454.01,30D,LightGBM,
2026-06-29,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-06,Bihar|Central|Central Mandi,,3445.51,30D,LightGBM,
2026-07-06,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-13,Bihar|Central|Central Mandi,,3445.31,30D,LightGBM,
2026-07-13,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-20,Bihar|Central|Central Mandi,,3443.8,30D,LightGBM,
2026-07-20,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-27,Bihar|Central|Central Mandi,,3442.31,30D,LightGBM,
2026-07-27,Bihar|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-05,Chhattisgarh|Durg|Durg Mandi,,3346.69,30D,LightGBM,
2026-01-05,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-12,Chhattisgarh|Durg|Durg Mandi,,3345.1,30D,LightGBM,
2026-01-12,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-19,Chhattisgarh|Durg|Durg Mandi,,3345.04,30D,LightGBM,
2026-01-19,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-26,Chhattisgarh|Durg|Durg Mandi,,3345.68,30D,LightGBM,
2026-01-26,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-02,Chhattisgarh|Durg|Durg Mandi,,3345.62,30D,LightGBM,
2026-02-02,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-09,Chhattisgarh|Durg|Durg Mandi,,3349.5,30D,LightGBM,
2026-02-09,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-16,Chhattisgarh|Durg|Durg Mandi,,3351.37,30D,LightGBM,
2026-02-16,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-23,Chhattisgarh|Durg|Durg Mandi,,3341.8,30D,LightGBM,
2026-02-23,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-02,Chhattisgarh|Durg|Durg Mandi,,3462.08,30D,LightGBM,
2026-03-02,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-09,Chhattisgarh|Durg|Durg Mandi,,3464.47,30D,LightGBM,
2026-03-09,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-16,Chhattisgarh|Durg|Durg Mandi,,3467.66,30D,LightGBM,
2026-03-16,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-23,Chhattisgarh|Durg|Durg Mandi,,3455.09,30D,LightGBM,
2026-03-23,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-30,Chhattisgarh|Durg|Durg Mandi,,3443.01,30D,LightGBM,
2026-03-30,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-06,Chhattisgarh|Durg|Durg Mandi,,3448.31,30D,LightGBM,
2026-04-06,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-13,Chhattisgarh|Durg|Durg Mandi,,3447.73,30D,LightGBM,
2026-04-13,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-20,Chhattisgarh|Durg|Durg Mandi,,3435.62,30D,LightGBM,
2026-04-20,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-27,Chhattisgarh|Durg|Durg Mandi,,3442.33,30D,LightGBM,
2026-04-27,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-04,Chhattisgarh|Durg|Durg Mandi,,3462.04,30D,LightGBM,
2026-05-04,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-11,Chhattisgarh|Durg|Durg Mandi,,3461.73,30D,LightGBM,
2026-05-11,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-18,Chhattisgarh|Durg|Durg Mandi,,3462.61,30D,LightGBM,
2026-05-18,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-25,Chhattisgarh|Durg|Durg Mandi,,3462.55,30D,LightGBM,
2026-05-25,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-01,Chhattisgarh|Durg|Durg Mandi,,3445.33,30D,LightGBM,
2026-06-01,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-08,Chhattisgarh|Durg|Durg Mandi,,3445.39,30D,LightGBM,
2026-06-08,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-15,Chhattisgarh|Durg|Durg Mandi,,3445.57,30D,LightGBM,
2026-06-15,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-22,Chhattisgarh|Durg|Durg Mandi,,3455.77,30D,LightGBM,
2026-06-22,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-29,Chhattisgarh|Durg|Durg Mandi,,3454.01,30D,LightGBM,
2026-06-29,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-06,Chhattisgarh|Durg|Durg Mandi,,3445.51,30D,LightGBM,
2026-07-06,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-13,Chhattisgarh|Durg|Durg Mandi,,3445.31,30D,LightGBM,
2026-07-13,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-20,Chhattisgarh|Durg|Durg Mandi,,3443.8,30D,LightGBM,
2026-07-20,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-27,Chhattisgarh|Durg|Durg Mandi,,3442.31,30D,LightGBM,
2026-07-27,Chhattisgarh|Durg|Durg Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-05,Chhattisgarh|Raipur|Raipur Mandi,,3346.69,30D,LightGBM,
2026-01-05,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-12,Chhattisgarh|Raipur|Raipur Mandi,,3345.1,30D,LightGBM,
2026-01-12,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-19,Chhattisgarh|Raipur|Raipur Mandi,,3345.04,30D,LightGBM,
2026-01-19,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-26,Chhattisgarh|Raipur|Raipur Mandi,,3345.68,30D,LightGBM,
2026-01-26,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-02,Chhattisgarh|Raipur|Raipur Mandi,,3345.62,30D,LightGBM,
2026-02-02,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-09,Chhattisgarh|Raipur|Raipur Mandi,,3349.5,30D,LightGBM,
2026-02-09,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-16,Chhattisgarh|Raipur|Raipur Mandi,,3351.37,30D,LightGBM,
2026-02-16,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-23,Chhattisgarh|Raipur|Raipur Mandi,,3341.8,30D,LightGBM,
2026-02-23,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-02,Chhattisgarh|Raipur|Raipur Mandi,,3462.08,30D,LightGBM,
2026-03-02,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-09,Chhattisgarh|Raipur|Raipur Mandi,,3464.47,30D,LightGBM,
2026-03-09,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-16,Chhattisgarh|Raipur|Raipur Mandi,,3467.66,30D,LightGBM,
2026-03-16,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-23,Chhattisgarh|Raipur|Raipur Mandi,,3455.09,30D,LightGBM,
2026-03-23,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-30,Chhattisgarh|Raipur|Raipur Mandi,,3443.01,30D,LightGBM,
2026-03-30,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-06,Chhattisgarh|Raipur|Raipur Mandi,,3448.31,30D,LightGBM,
2026-04-06,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-13,Chhattisgarh|Raipur|Raipur Mandi,,3447.73,30D,LightGBM,
2026-04-13,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-20,Chhattisgarh|Raipur|Raipur Mandi,,3435.62,30D,LightGBM,
2026-04-20,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-27,Chhattisgarh|Raipur|Raipur Mandi,,3442.33,30D,LightGBM,
2026-04-27,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-04,Chhattisgarh|Raipur|Raipur Mandi,,3462.04,30D,LightGBM,
2026-05-04,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-11,Chhattisgarh|Raipur|Raipur Mandi,,3461.73,30D,LightGBM,
2026-05-11,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-18,Chhattisgarh|Raipur|Raipur Mandi,,3462.61,30D,LightGBM,
2026-05-18,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-25,Chhattisgarh|Raipur|Raipur Mandi,,3462.55,30D,LightGBM,
2026-05-25,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-01,Chhattisgarh|Raipur|Raipur Mandi,,3445.33,30D,LightGBM,
2026-06-01,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-08,Chhattisgarh|Raipur|Raipur Mandi,,3445.39,30D,LightGBM,
2026-06-08,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-15,Chhattisgarh|Raipur|Raipur Mandi,,3445.57,30D,LightGBM,
2026-06-15,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-22,Chhattisgarh|Raipur|Raipur Mandi,,3455.77,30D,LightGBM,
2026-06-22,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-29,Chhattisgarh|Raipur|Raipur Mandi,,3454.01,30D,LightGBM,
2026-06-29,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-06,Chhattisgarh|Raipur|Raipur Mandi,,3445.51,30D,LightGBM,
2026-07-06,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-13,Chhattisgarh|Raipur|Raipur Mandi,,3445.31,30D,LightGBM,
2026-07-13,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-20,Chhattisgarh|Raipur|Raipur Mandi,,3443.8,30D,LightGBM,
2026-07-20,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-27,Chhattisgarh|Raipur|Raipur Mandi,,3442.31,30D,LightGBM,
2026-07-27,Chhattisgarh|Raipur|Raipur Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-05,Gujarat|Central|Central Mandi,,3346.69,30D,LightGBM,
2026-01-05,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-12,Gujarat|Central|Central Mandi,,3345.1,30D,LightGBM,
2026-01-12,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-19,Gujarat|Central|Central Mandi,,3345.04,30D,LightGBM,
2026-01-19,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-26,Gujarat|Central|Central Mandi,,3345.68,30D,LightGBM,
2026-01-26,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-02,Gujarat|Central|Central Mandi,,3345.62,30D,LightGBM,
2026-02-02,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-09,Gujarat|Central|Central Mandi,,3349.5,30D,LightGBM,
2026-02-09,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-16,Gujarat|Central|Central Mandi,,3351.37,30D,LightGBM,
2026-02-16,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-23,Gujarat|Central|Central Mandi,,3341.8,30D,LightGBM,
2026-02-23,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-02,Gujarat|Central|Central Mandi,,3462.08,30D,LightGBM,
2026-03-02,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-09,Gujarat|Central|Central Mandi,,3464.47,30D,LightGBM,
2026-03-09,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-16,Gujarat|Central|Central Mandi,,3467.66,30D,LightGBM,
2026-03-16,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-23,Gujarat|Central|Central Mandi,,3455.09,30D,LightGBM,
2026-03-23,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-30,Gujarat|Central|Central Mandi,,3443.01,30D,LightGBM,
2026-03-30,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-06,Gujarat|Central|Central Mandi,,3448.31,30D,LightGBM,
2026-04-06,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-13,Gujarat|Central|Central Mandi,,3447.73,30D,LightGBM,
2026-04-13,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-20,Gujarat|Central|Central Mandi,,3435.62,30D,LightGBM,
2026-04-20,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-27,Gujarat|Central|Central Mandi,,3442.33,30D,LightGBM,
2026-04-27,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-04,Gujarat|Central|Central Mandi,,3462.04,30D,LightGBM,
2026-05-04,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-11,Gujarat|Central|Central Mandi,,3461.73,30D,LightGBM,
2026-05-11,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-18,Gujarat|Central|Central Mandi,,3462.61,30D,LightGBM,
2026-05-18,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-25,Gujarat|Central|Central Mandi,,3462.55,30D,LightGBM,
2026-05-25,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-01,Gujarat|Central|Central Mandi,,3445.33,30D,LightGBM,
2026-06-01,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-08,Gujarat|Central|Central Mandi,,3445.39,30D,LightGBM,
2026-06-08,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-15,Gujarat|Central|Central Mandi,,3445.57,30D,LightGBM,
2026-06-15,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-22,Gujarat|Central|Central Mandi,,3455.77,30D,LightGBM,
2026-06-22,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-29,Gujarat|Central|Central Mandi,,3454.01,30D,LightGBM,
2026-06-29,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-06,Gujarat|Central|Central Mandi,,3445.51,30D,LightGBM,
2026-07-06,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-13,Gujarat|Central|Central Mandi,,3445.31,30D,LightGBM,
2026-07-13,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-20,Gujarat|Central|Central Mandi,,3443.8,30D,LightGBM,
2026-07-20,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-27,Gujarat|Central|Central Mandi,,3442.31,30D,LightGBM,
2026-07-27,Gujarat|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-05,Haryana|Central|Central Mandi,,3346.69,30D,LightGBM,
2026-01-05,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-12,Haryana|Central|Central Mandi,,3345.1,30D,LightGBM,
2026-01-12,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-19,Haryana|Central|Central Mandi,,3345.04,30D,LightGBM,
2026-01-19,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-01-26,Haryana|Central|Central Mandi,,3345.68,30D,LightGBM,
2026-01-26,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-02,Haryana|Central|Central Mandi,,3345.62,30D,LightGBM,
2026-02-02,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-09,Haryana|Central|Central Mandi,,3349.5,30D,LightGBM,
2026-02-09,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-16,Haryana|Central|Central Mandi,,3351.37,30D,LightGBM,
2026-02-16,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-02-23,Haryana|Central|Central Mandi,,3341.8,30D,LightGBM,
2026-02-23,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-02,Haryana|Central|Central Mandi,,3462.08,30D,LightGBM,
2026-03-02,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-09,Haryana|Central|Central Mandi,,3464.47,30D,LightGBM,
2026-03-09,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-16,Haryana|Central|Central Mandi,,3467.66,30D,LightGBM,
2026-03-16,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-23,Haryana|Central|Central Mandi,,3455.09,30D,LightGBM,
2026-03-23,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-03-30,Haryana|Central|Central Mandi,,3443.01,30D,LightGBM,
2026-03-30,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-06,Haryana|Central|Central Mandi,,3448.31,30D,LightGBM,
2026-04-06,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-13,Haryana|Central|Central Mandi,,3447.73,30D,LightGBM,
2026-04-13,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-20,Haryana|Central|Central Mandi,,3435.62,30D,LightGBM,
2026-04-20,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-04-27,Haryana|Central|Central Mandi,,3442.33,30D,LightGBM,
2026-04-27,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-04,Haryana|Central|Central Mandi,,3462.04,30D,LightGBM,
2026-05-04,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-11,Haryana|Central|Central Mandi,,3461.73,30D,LightGBM,
2026-05-11,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-18,Haryana|Central|Central Mandi,,3462.61,30D,LightGBM,
2026-05-18,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-05-25,Haryana|Central|Central Mandi,,3462.55,30D,LightGBM,
2026-05-25,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-01,Haryana|Central|Central Mandi,,3445.33,30D,LightGBM,
2026-06-01,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-08,Haryana|Central|Central Mandi,,3445.39,30D,LightGBM,
2026-06-08,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-15,Haryana|Central|Central Mandi,,3445.57,30D,LightGBM,
2026-06-15,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-22,Haryana|Central|Central Mandi,,3455.77,30D,LightGBM,
2026-06-22,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-06-29,Haryana|Central|Central Mandi,,3454.01,30D,LightGBM,
2026-06-29,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-06,Haryana|Central|Central Mandi,,3445.51,30D,LightGBM,
2026-07-06,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-13,Haryana|Central|Central Mandi,,3445.31,30D,LightGBM,
2026-07-13,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-20,Haryana|Central|Central Mandi,,3443.8,30D,LightGBM,
2026-07-20,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
2026-07-27,Haryana|Central|Central Mandi,,3442.31,30D,LightGBM,
2026-07-27,Haryana|Central|Central Mandi,,3646.64,30D,ARIMA Baseline,
